nodeid	level_1	level_2	level_3	level_4	level_5
2348	Biographies & Memoirs	Arts & Literature	Theatre	N/A	N/A
2365	Biographies & Memoirs	Ethnic & National	N/A	N/A	N/A
2366	Biographies & Memoirs	Ethnic & National	African-American & Black	N/A	N/A
2369	Biographies & Memoirs	Ethnic & National	General	N/A	N/A
2373	Biographies & Memoirs	Ethnic & National	Native American	N/A	N/A
2375	Biographies & Memoirs	General	N/A	N/A	N/A
2376	Biographies & Memoirs	Historical	N/A	N/A	N/A
9681297011	Biographies & Memoirs	Historical	Africa	N/A	N/A
9681298011	Biographies & Memoirs	Historical	Asia	N/A	N/A
9692516011	Biographies & Memoirs	Historical	Asia	China	N/A
9692517011	Biographies & Memoirs	Historical	Asia	General	N/A
9692518011	Biographies & Memoirs	Historical	Asia	India & South Asia	N/A
9692519011	Biographies & Memoirs	Historical	Asia	Japan	N/A
1043840	Biographies & Memoirs	Historical	Canadian	N/A	N/A
9681299011	Biographies & Memoirs	Historical	Europe	N/A	N/A
9692508011	Biographies & Memoirs	Historical	Europe	France	N/A
9692509011	Biographies & Memoirs	Historical	Europe	General	N/A
9692510011	Biographies & Memoirs	Historical	Europe	Germany	N/A
2377	Biographies & Memoirs	Historical	Europe	Great Britain	N/A
9692511011	Biographies & Memoirs	Historical	Europe	Greece	N/A
9692512011	Biographies & Memoirs	Historical	Europe	Italy	N/A
9692513011	Biographies & Memoirs	Historical	Europe	Rome	N/A
9692514011	Biographies & Memoirs	Historical	Europe	Russia	N/A
9692515011	Biographies & Memoirs	Historical	Europe	Spain & Portugal	N/A
2393	Biographies & Memoirs	Historical	General	N/A	N/A
2394	Biographies & Memoirs	Historical	Holocaust	N/A	N/A
9692521011	Biographies & Memoirs	Historical	Latin America	N/A	N/A
9692520011	Biographies & Memoirs	Historical	Middle East	N/A	N/A
2395	Biographies & Memoirs	Historical	United States	N/A	N/A
9681303011	Biographies & Memoirs	Historical	United States	American Revolution	N/A
465246	Biographies & Memoirs	Historical	United States	Civil War	N/A
465250	Biographies & Memoirs	Historical	United States	General	N/A
9681307011	Biographies & Memoirs	Historical	United States	US Presidents	N/A
2396	Biographies & Memoirs	Leaders & Notable People	N/A	N/A	N/A
465244	Biographies & Memoirs	Leaders & Notable People	Military	N/A	N/A
9681304011	Biographies & Memoirs	Leaders & Notable People	Military	Afghan & Iraq Wars	N/A
9681305011	Biographies & Memoirs	Leaders & Notable People	Military	Afghan & Iraq Wars	Afghan War
9681306011	Biographies & Memoirs	Leaders & Notable People	Military	Afghan & Iraq Wars	Iraq War
465246	Biographies & Memoirs	Leaders & Notable People	Military	American Civil War	N/A
9681303011	Biographies & Memoirs	Leaders & Notable People	Military	American Revolution	N/A
886496	Biographies & Memoirs	Leaders & Notable People	Military	General	N/A
9681300011	Biographies & Memoirs	Leaders & Notable People	Military	Vietnam War	N/A
9681301011	Biographies & Memoirs	Leaders & Notable People	Military	World War I	N/A
9681302011	Biographies & Memoirs	Leaders & Notable People	Military	World War II	N/A
2397	Biographies & Memoirs	Leaders & Notable People	Political	N/A	N/A
2418	Biographies & Memoirs	Leaders & Notable People	Presidents & Heads of State	N/A	N/A
9681307011	Biographies & Memoirs	Leaders & Notable People	Presidents & Heads of State	U.S. Presidents	N/A
2398	Biographies & Memoirs	Leaders & Notable People	Religious	N/A	N/A
886494	Biographies & Memoirs	Leaders & Notable People	Rich & Famous	N/A	N/A
2399	Biographies & Memoirs	Leaders & Notable People	Royalty	N/A	N/A
9681289011	Biographies & Memoirs	Leaders & Notable People	Social Activists	N/A	N/A
3048891	Biographies & Memoirs	Memoirs	N/A	N/A	N/A
2419	Biographies & Memoirs	Professionals & Academics	N/A	N/A	N/A
2420	Biographies & Memoirs	Professionals & Academics	Business	N/A	N/A
7538384011	Biographies & Memoirs	Professionals & Academics	Culinary	N/A	N/A
2421	Biographies & Memoirs	Professionals & Academics	Educators	N/A	N/A
9681288011	Biographies & Memoirs	Professionals & Academics	Environmentalists & Naturalists	N/A	N/A
172763	Biographies & Memoirs	Professionals & Academics	Journalists	N/A	N/A
9681290011	Biographies & Memoirs	Professionals & Academics	Law Enforcement	N/A	N/A
2422	Biographies & Memoirs	Professionals & Academics	Lawyers & Judges	N/A	N/A
2423	Biographies & Memoirs	Professionals & Academics	Medical	N/A	N/A
2425	Biographies & Memoirs	Professionals & Academics	Philosophers	N/A	N/A
2426	Biographies & Memoirs	Professionals & Academics	Scientists	N/A	N/A
2427	Biographies & Memoirs	Professionals & Academics	Social Scientists & Psychologists	N/A	N/A
2429	Biographies & Memoirs	Reference & Collections	N/A	N/A	N/A
1043842	Biographies & Memoirs	Regional Canada	N/A	N/A	N/A
2430	Biographies & Memoirs	Regional U.S.	N/A	N/A	N/A
2432	Biographies & Memoirs	Regional U.S.	Mid Atlantic	N/A	N/A
2433	Biographies & Memoirs	Regional U.S.	Midwest	N/A	N/A
2434	Biographies & Memoirs	Regional U.S.	New England	N/A	N/A
2435	Biographies & Memoirs	Regional U.S.	South	N/A	N/A
2436	Biographies & Memoirs	Regional U.S.	West	N/A	N/A
2437	Biographies & Memoirs	Specific Groups	N/A	N/A	N/A
2438	Biographies & Memoirs	Specific Groups	Crime & Criminals	N/A	N/A
2439	Biographies & Memoirs	Specific Groups	LGBT	N/A	N/A
2440	Biographies & Memoirs	Specific Groups	LGBT	Gay	N/A
2441	Biographies & Memoirs	Specific Groups	LGBT	General	N/A
2442	Biographies & Memoirs	Specific Groups	LGBT	Lesbian	N/A
160223011	Biographies & Memoirs	Specific Groups	LGBT	Transgender	N/A
2444	Biographies & Memoirs	Specific Groups	Special Needs	N/A	N/A
2445	Biographies & Memoirs	Specific Groups	Women	N/A	N/A
2446	Biographies & Memoirs	Sports & Outdoors	N/A	N/A	N/A
2447	Biographies & Memoirs	Sports & Outdoors	Baseball	N/A	N/A
2448	Biographies & Memoirs	Sports & Outdoors	Basketball	N/A	N/A
9681293011	Biographies & Memoirs	Sports & Outdoors	Boxing, Wrestling & MMA	N/A	N/A
9681294011	Biographies & Memoirs	Sports & Outdoors	Boxing, Wrestling & MMA	Boxing	N/A
9681295011	Biographies & Memoirs	Sports & Outdoors	Boxing, Wrestling & MMA	Martial Arts	N/A
9681296011	Biographies & Memoirs	Sports & Outdoors	Boxing, Wrestling & MMA	Wrestling	N/A
2449	Biographies & Memoirs	Sports & Outdoors	Football	N/A	N/A
2450	Biographies & Memoirs	Sports & Outdoors	General	N/A	N/A
281388	Biographies & Memoirs	Sports & Outdoors	Golf	N/A	N/A
1043966	Biographies & Memoirs	Sports & Outdoors	Hockey	N/A	N/A
2451	Biographies & Memoirs	Sports & Outdoors	Soccer	N/A	N/A
300961	Biographies & Memoirs	Travelers & Explorers	N/A	N/A	N/A
11314	Biographies & Memoirs	True Crime	N/A	N/A	N/A
11316	Biographies & Memoirs	True Crime	Espionage	N/A	N/A
11322	Biographies & Memoirs	True Crime	General	N/A	N/A
9681291011	Biographies & Memoirs	True Crime	Hoaxes & Deceptions	N/A	N/A
11320	Biographies & Memoirs	True Crime	Murder & Mayhem	N/A	N/A
271636011	Biographies & Memoirs	True Crime	Organized Crime	N/A	N/A
271635011	Biographies & Memoirs	True Crime	Serial Killers	N/A	N/A
9681292011	Biographies & Memoirs	True Crime	White Collar Crime	N/A	N/A
3	Business & Money	N/A	N/A	N/A	N/A
266117	Business & Money	Accounting	N/A	N/A	N/A
7742993011	Business & Money	Accounting	Auditing	N/A	N/A
2742	Business & Money	Accounting	Bookkeeping	N/A	N/A
11661	Business & Money	Accounting	CPA Test	N/A	N/A
7742994011	Business & Money	Accounting	Financial	N/A	N/A
7742995011	Business & Money	Accounting	General	N/A	N/A
7742996011	Business & Money	Accounting	Governmental	N/A	N/A
266108	Business & Money	Accounting	International	N/A	N/A
7742998011	Business & Money	Accounting	Managerial	N/A	N/A
7742999011	Business & Money	Accounting	Standards	N/A	N/A
2538	Business & Money	Biography & History	N/A	N/A	N/A
2420	Business & Money	Biography & History	Biographies	N/A	N/A
2542	Business & Money	Biography & History	Company Profiles	N/A	N/A
2589	Business & Money	Biography & History	Economic History	N/A	N/A
2558	Business & Money	Business Culture	N/A	N/A	N/A
2735	Business & Money	Business Culture	Ethics	N/A	N/A
2736	Business & Money	Business Culture	Etiquette	N/A	N/A
2565	Business & Money	Business Culture	Fashion & Image	N/A	N/A
2567	Business & Money	Business Culture	Health & Stress	N/A	N/A
2545	Business & Money	Business Culture	Motivation & Self-Improvement	N/A	N/A
355580011	Business & Money	Business Culture	Work Life Balance	N/A	N/A
2571	Business & Money	Business Culture	Workplace Culture	N/A	N/A
2581	Business & Money	Economics	N/A	N/A	N/A
2633	Business & Money	Economics	Banks & Banking	N/A	N/A
2739	Business & Money	Economics	Commerce	N/A	N/A
2582	Business & Money	Economics	Commercial Policy	N/A	N/A
2583	Business & Money	Economics	Comparative	N/A	N/A
2585	Business & Money	Economics	Development & Growth	N/A	N/A
10806607011	Business & Money	Economics	Digital Currencies	N/A	N/A
2586	Business & Money	Economics	Econometrics	N/A	N/A
2587	Business & Money	Economics	Economic Conditions	N/A	N/A
2589	Business & Money	Economics	Economic History	N/A	N/A
2588	Business & Money	Economics	Economic Policy & Development	N/A	N/A
1043856	Business & Money	Economics	Environmental Economics	N/A	N/A
2591	Business & Money	Economics	Free Enterprise	N/A	N/A
713051011	Business & Money	Economics	General	N/A	N/A
9147391011	Business & Money	Economics	Income Inequality	N/A	N/A
2593	Business & Money	Economics	Inflation	N/A	N/A
2611	Business & Money	Economics	Interest	N/A	N/A
2595	Business & Money	Economics	Labor & Industrial Relations	N/A	N/A
2596	Business & Money	Economics	Macroeconomics	N/A	N/A
2597	Business & Money	Economics	Microeconomics	N/A	N/A
2598	Business & Money	Economics	Money & Monetary Policy	N/A	N/A
2599	Business & Money	Economics	Public Finance	N/A	N/A
2601	Business & Money	Economics	Sustainable Development	N/A	N/A
2602	Business & Money	Economics	Theory	N/A	N/A
1043858	Business & Money	Economics	Unemployment	N/A	N/A
2603	Business & Money	Economics	Urban & Regional	N/A	N/A
2732	Business & Money	Education & Reference	N/A	N/A	N/A
11661	Business & Money	Education & Reference	CPA Test	N/A	N/A
2737	Business & Money	Education & Reference	General	N/A	N/A
11686	Business & Money	Education & Reference	GMAT Test	N/A	N/A
10020691011	Business & Money	Education & Reference	Statistics	N/A	N/A
2604	Business & Money	Finance	N/A	N/A	N/A
2607	Business & Money	Finance	Corporate Finance	N/A	N/A
10020676011	Business & Money	Finance	Corporate Finance	General	N/A
10020677011	Business & Money	Finance	Corporate Finance	Private Equity	N/A
10020678011	Business & Money	Finance	Corporate Finance	Valuation	N/A
10020679011	Business & Money	Finance	Corporate Finance	Venture Capital	N/A
10020672011	Business & Money	Finance	Crowdfunding	N/A	N/A
10020673011	Business & Money	Finance	Financial Engineering	N/A	N/A
10020674011	Business & Money	Finance	Financial Risk Management	N/A	N/A
713052011	Business & Money	Finance	General	N/A	N/A
10020675011	Business & Money	Finance	Wealth Management	N/A	N/A
10020683011	Business & Money	Human Resources	N/A	N/A	N/A
10020684011	Business & Money	Human Resources	Conflict Resolution & Mediation	N/A	N/A
2637	Business & Money	Human Resources	Human Resources & Personnel Management	N/A	N/A
10020685011	Business & Money	Human Resources	Knowledge Capital	N/A	N/A
2546	Business & Money	Human Resources	Labor	N/A	N/A
3568203011	Business & Money	Human Resources	Outsourcing	N/A	N/A
2624	Business & Money	Industries	N/A	N/A	N/A
52071011	Business & Money	Industries	Agriculture	N/A	N/A
10020695011	Business & Money	Industries	Automotive	N/A	N/A
886498	Business & Money	Industries	Computers & Technology	N/A	N/A
13922570011	Business & Money	Industries	Construction	N/A	N/A
10020700011	Business & Money	Industries	Energy & Mining	N/A	N/A
10020701011	Business & Money	Industries	Energy & Mining	Natural Resource Extraction	N/A
16233441	Business & Money	Industries	Energy & Mining	Oil & Energy	N/A
3568199011	Business & Money	Industries	Fashion & Textile	N/A	N/A
10020696011	Business & Money	Industries	Financial Services	N/A	N/A
2636	Business & Money	Industries	Hospitality, Travel & Tourism	N/A	N/A
16233431	Business & Money	Industries	Industrial Relations	N/A	N/A
10020697011	Business & Money	Industries	Manufacturing	N/A	N/A
10020698011	Business & Money	Industries	Media & Communications	N/A	N/A
10020699011	Business & Money	Industries	Museums	N/A	N/A
271615011	Business & Money	Industries	Performing Arts	N/A	N/A
3568201011	Business & Money	Industries	Pharmaceutical & Biotechnology	N/A	N/A
3568202011	Business & Money	Industries	Restaurant & Food	N/A	N/A
2656	Business & Money	Industries	Retailing	N/A	N/A
16233451	Business & Money	Industries	Service	N/A	N/A
16233461	Business & Money	Industries	Sports & Entertainment	N/A	N/A
8298058011	Business & Money	Industries	Sports & Entertainment	Entertainment	N/A
10020702011	Business & Money	Industries	Sports & Entertainment	Park & Recreation	N/A
8298059011	Business & Money	Industries	Sports & Entertainment	Sports	N/A
271576011	Business & Money	Industries	Transportation	N/A	N/A
2638	Business & Money	Insurance	N/A	N/A	N/A
10516	Business & Money	Insurance	Automobile	N/A	N/A
2640	Business & Money	Insurance	Business	N/A	N/A
2641	Business & Money	Insurance	Casualty	N/A	N/A
2642	Business & Money	Insurance	General	N/A	N/A
2644	Business & Money	Insurance	Health	N/A	N/A
2645	Business & Money	Insurance	Liability	N/A	N/A
2646	Business & Money	Insurance	Life	N/A	N/A
3568200011	Business & Money	Insurance	Property	N/A	N/A
2647	Business & Money	Insurance	Risk Management	N/A	N/A
2657	Business & Money	International	N/A	N/A	N/A
266108	Business & Money	International	Accounting	N/A	N/A
2594	Business & Money	International	Economics	N/A	N/A
2590	Business & Money	International	Exports & Imports	N/A	N/A
2609	Business & Money	International	Foreign Exchange	N/A	N/A
2662	Business & Money	International	General	N/A	N/A
2705	Business & Money	International	Global Marketing	N/A	N/A
16926916011	Business & Money	International	Globalization	N/A	N/A
11764636011	Business & Money	International	Islamic Banking & Finance	N/A	N/A
2665	Business & Money	Investing	N/A	N/A	N/A
10020703011	Business & Money	Investing	Analysis & Strategy	N/A	N/A
2666	Business & Money	Investing	Bonds	N/A	N/A
2667	Business & Money	Investing	Commodities	N/A	N/A
10020704011	Business & Money	Investing	Commodities	Energy	N/A
10020705011	Business & Money	Investing	Commodities	General	N/A
10020706011	Business & Money	Investing	Commodities	Metals	N/A
10020707011	Business & Money	Investing	Derivatives	N/A	N/A
2668	Business & Money	Investing	Futures	N/A	N/A
2669	Business & Money	Investing	General	N/A	N/A
2671	Business & Money	Investing	Mutual Funds	N/A	N/A
886504	Business & Money	Investing	Online Trading	N/A	N/A
2672	Business & Money	Investing	Options	N/A	N/A
10020708011	Business & Money	Investing	Portfolio Management	N/A	N/A
2653	Business & Money	Investing	Real Estate	N/A	N/A
2674	Business & Money	Investing	Stocks	N/A	N/A
2572	Business & Money	Job Hunting & Careers	N/A	N/A	N/A
11643	Business & Money	Job Hunting & Careers	Business School Guides	N/A	N/A
11686	Business & Money	Job Hunting & Careers	GMAT	N/A	N/A
2575	Business & Money	Job Hunting & Careers	Guides	N/A	N/A
2578	Business & Money	Job Hunting & Careers	Interviewing	N/A	N/A
2576	Business & Money	Job Hunting & Careers	Job Hunting	N/A	N/A
172764	Business & Money	Job Hunting & Careers	Job Markets & Advice	N/A	N/A
2579	Business & Money	Job Hunting & Careers	Resumes	N/A	N/A
69851	Business & Money	Job Hunting & Careers	Vocational Guidance	N/A	N/A
2580	Business & Money	Job Hunting & Careers	Volunteer Work	N/A	N/A
2675	Business & Money	Management & Leadership	N/A	N/A	N/A
2735	Business & Money	Management & Leadership	Business Ethics	N/A	N/A
2678	Business & Money	Management & Leadership	Consolidation & Merger	N/A	N/A
10020709011	Business & Money	Management & Leadership	Corporate Governance	N/A	N/A
2679	Business & Money	Management & Leadership	Decision-Making & Problem Solving	N/A	N/A
16244401	Business & Money	Management & Leadership	Distribution & Warehouse Management	N/A	N/A
2680	Business & Money	Management & Leadership	Industrial	N/A	N/A
2648	Business & Money	Management & Leadership	Information Management	N/A	N/A
2682	Business & Money	Management & Leadership	Leadership	N/A	N/A
2683	Business & Money	Management & Leadership	Management	N/A	N/A
2684	Business & Money	Management & Leadership	Management Science	N/A	N/A
10020710011	Business & Money	Management & Leadership	Mentoring & Coaching	N/A	N/A
2685	Business & Money	Management & Leadership	Motivational	N/A	N/A
2686	Business & Money	Management & Leadership	Negotiating	N/A	N/A
2689	Business & Money	Management & Leadership	Planning & Forecasting	N/A	N/A
2690	Business & Money	Management & Leadership	Pricing	N/A	N/A
2691	Business & Money	Management & Leadership	Production & Operations	N/A	N/A
